RSSI,IOT,MCS,CQI,RSRP,RSRQ,BW_Utilization (%),RB_Allocation,UE_Status,QoS_Class,Beamforming,Traffic_Load (kbps),Latency (ms),Backhaul_Status,Mobility,Frequency_Layer,Network_Slice,Handover_Metrics (ms),Retransmission_Rate (%),NFV_Status,Physical_Cell_ID,Active_Features,Energy_Consumption (Watts),UE_Demand (kbps),Current_Resource_Allocation (%),Channel_Conditions
-113,-62,12,14,-87,-18,56.0036953386774,0,connected,6,54,13390,46,1,stationary,millimeter wave,0,202,18.18298618421898,0,458,carrier aggregation,326,6481,38.22127073977239,2
-118,-92,0,8,-76,-4,70.84657208125185,258,connected,5,27,11173,64,0,stationary,millimeter wave,2,176,15.177515559784638,1,92,None,196,10654,90.70095929167246,0
-84,-91,27,6,-136,-9,100.0,52,connected,4,38,4516,66,0,high-speed,sub-6 GHz,4,349,24.292906573544286,0,256,carrier aggregation,103,3526,64.6470849381782,3
-85,-15,5,1,-79,-15,11.424941394441008,68,connected,7,26,5516,68,1,stationary,sub-6 GHz,3,12,5.35289321598499,0,7,carrier aggregation,459,5776,24.322359590036847,8
-71,-3,28,3,-115,-19,100.0,191,connected,9,23,12455,69,1,high-speed,millimeter wave,4,212,14.393923075735838,1,146,carrier aggregation,347,6876,91.30825984825091,8
-78,-16,11,13,-126,-18,98.61622920458225,2,idle,6,26,8383,66,1,high-speed,millimeter wave,3,401,20.202702511639856,0,411,MIMO,10,4565,32.87833294724136,3
-80,-71,9,1,-99,-11,88.69597227781142,61,connected,1,55,5561,74,0,stationary,sub-6 GHz,2,430,3.117268335352529,1,376,carrier aggregation,86,4612,74.0807318748734,5
-94,-2,18,8,-99,-19,100.0,253,handover,3,25,5866,67,0,stationary,millimeter wave,0,288,19.708438391153862,0,387,carrier aggregation,105,11998,77.85966599259032,9
-99,-96,11,4,-82,-10,18.56582291858789,268,handover,3,23,9151,65,0,high-speed,millimeter wave,1,436,12.366412372074029,0,130,MIMO,299,12508,34.70919445620792,4
-94,-96,25,15,-101,-13,55.53700445393814,57,connected,0,59,8885,41,0,high-speed,sub-6 GHz,2,30,19.483846521972527,1,369,None,119,9900,63.65593538598755,2
-100,-46,24,9,-111,-15,68.286295187631,162,connected,7,32,13937,43,1,high-speed,sub-6 GHz,1,37,1.7788837846786631,1,164,MIMO,350,10976,27.78796876468912,3
-100,-20,23,1,-83,-14,50.34962035072981,147,idle,8,33,4472,63,0,stationary,sub-6 GHz,2,107,11.008940117258838,0,124,carrier aggregation,2,9252,78.60512389486959,8
-108,-10,25,1,-136,-17,60.779844627449854,83,handover,6,12,5021,49,1,stationary,sub-6 GHz,4,445,10.827015396965344,0,1,None,227,5687,92.04863773077241,4
-74,-14,21,9,-105,-9,52.782195784485566,217,connected,2,26,10705,88,0,stationary,millimeter wave,1,422,11.931317746799934,1,433,None,390,11876,85.73961984121406,6
-80,-8,31,3,-130,-9,20.167826510007387,234,idle,1,55,6107,79,1,high-speed,millimeter wave,0,478,19.15544592670663,0,275,MIMO,41,7799,60.02159343683605,2
-89,-25,22,14,-79,-9,72.41442155066625,105,connected,4,48,11082,70,0,stationary,sub-6 GHz,2,236,8.90492327847182,0,18,carrier aggregation,22,2207,17.750679654335922,3
-119,-82,6,2,-89,-14,3.7544548369051856,235,connected,4,45,13548,36,1,stationary,sub-6 GHz,1,93,7.871450086353748,1,468,MIMO,425,8152,76.74790937542882,2
-80,-16,23,11,-103,-20,98.90868713730984,119,connected,7,15,8824,65,1,high-speed,millimeter wave,0,129,13.126126637536604,0,5,None,448,11776,86.62066941514695,4
-79,-75,6,3,-105,-10,59.5641122641923,162,connected,1,8,14454,51,0,high-speed,sub-6 GHz,0,414,4.25729169080301,1,148,None,178,6608,87.05309939278688,3
-103,-33,1,11,-87,-14,81.23301691517639,187,connected,6,9,9209,82,1,high-speed,millimeter wave,2,137,15.094089336129448,0,126,MIMO,396,8630,6.933962636010637,8
-104,-40,9,15,-138,-11,87.94342246871881,161,handover,2,26,10250,97,0,high-speed,sub-6 GHz,3,76,7.803339843870081,1,56,carrier aggregation,395,7133,66.97365491447947,10
-119,-8,31,13,-73,-18,92.6798571671558,238,idle,1,43,8431,102,0,stationary,sub-6 GHz,1,318,20.890973767014827,0,233,carrier aggregation,300,9067,75.85141944552215,1
-73,-12,10,12,-79,-15,48.969052821139044,125,connected,7,46,6912,34,1,high-speed,sub-6 GHz,0,280,14.720272953485793,1,496,carrier aggregation,213,5040,60.40278096380689,10
-76,-55,25,8,-110,-7,100.0,256,connected,1,32,3567,52,1,stationary,sub-6 GHz,4,214,3.1266662739939455,1,378,None,183,12312,94.76070394130197,10
-107,-29,18,0,-94,-16,100.0,84,handover,5,5,10114,104,1,stationary,sub-6 GHz,0,358,13.584318079044888,0,256,carrier aggregation,407,11991,20.08237156545951,5
-90,-99,22,6,-79,-7,23.2067191266405,219,connected,2,2,8207,20,1,high-speed,millimeter wave,2,318,7.614063722658874,0,298,None,418,6004,35.26126310461819,6
-111,-29,26,11,-98,-20,17.447705543632242,159,connected,7,40,11441,49,1,high-speed,millimeter wave,3,310,19.471966646708967,0,302,carrier aggregation,495,13580,96.94229531558048,1
-109,-25,17,6,-123,-4,100.0,249,connected,4,4,5249,39,0,stationary,millimeter wave,1,23,19.3613767312645,0,416,None,19,12372,12.899101412847624,3
-80,-88,24,0,-79,-4,88.44328793974337,132,connected,8,32,11361,39,0,stationary,sub-6 GHz,4,105,19.09067182864745,0,250,None,417,12737,98.0776212186404,7
-72,-4,31,7,-124,-10,80.67918841623997,180,connected,5,41,11560,89,0,high-speed,sub-6 GHz,1,452,2.521483423269912,0,103,MIMO,126,7376,50.59848396618117,7
-83,-31,2,13,-86,-10,84.42867085254808,58,connected,4,16,8545,29,0,high-speed,millimeter wave,1,309,3.7996606801436283,0,430,carrier aggregation,443,3932,67.15359042629798,9
-115,-57,29,8,-103,-4,46.72240935610078,1,connected,4,45,13289,18,0,high-speed,sub-6 GHz,3,417,14.371570102123032,0,397,carrier aggregation,252,5768,98.1088332660802,7
-92,-17,26,11,-112,-19,59.966521696057654,213,connected,0,24,10514,59,0,high-speed,millimeter wave,2,216,17.15561695541082,1,231,carrier aggregation,367,5463,56.51408914590513,10
-96,-42,3,10,-131,-12,13.001941623332257,235,idle,6,63,12040,113,0,high-speed,millimeter wave,3,235,15.701475273462616,1,278,MIMO,26,4690,87.08575014847663,10
-72,-89,0,5,-98,-12,77.99175543329058,149,connected,4,44,15231,115,1,high-speed,sub-6 GHz,2,347,20.633656812266686,1,479,None,470,7903,39.28372745155942,0
-73,-64,5,6,-99,-10,27.066347175668927,128,connected,7,15,10254,83,0,stationary,millimeter wave,1,206,16.71436156593624,1,353,MIMO,338,7644,35.42159880230076,1
-110,-43,8,10,-109,-15,53.662612307069274,188,idle,8,5,10340,107,1,stationary,millimeter wave,4,368,13.794545279710748,0,192,None,20,12910,74.67049823577965,2
-108,-40,11,4,-101,-8,36.713253595716964,270,connected,5,53,4633,84,0,stationary,millimeter wave,4,178,19.772498455875862,0,266,MIMO,107,6528,29.362767824289893,1
-100,-28,15,11,-82,-9,100.0,184,idle,0,39,7106,16,0,stationary,sub-6 GHz,4,305,9.350523394858454,0,122,carrier aggregation,131,3569,56.25914871586265,2
-116,-50,21,15,-135,-7,50.1269438247246,42,idle,8,24,5238,119,1,high-speed,sub-6 GHz,3,384,14.488380273235553,0,343,None,427,11887,56.04368364214967,2
-71,-7,15,10,-137,-19,100.0,85,handover,4,57,12512,70,1,high-speed,millimeter wave,4,432,6.98230849641835,0,109,MIMO,166,14467,52.95079248286216,10
-99,-38,21,12,-128,-11,22.77814265740831,249,connected,8,13,8872,97,1,stationary,sub-6 GHz,4,75,16.075858643461885,0,489,carrier aggregation,415,14068,54.46965840539816,5
-92,-46,24,4,-96,-15,95.0844103547753,267,handover,3,27,7280,63,1,stationary,millimeter wave,2,7,15.762183490634161,0,50,carrier aggregation,323,7967,90.8401183632083,4
-106,-41,14,13,-74,-4,89.21189712386979,87,connected,8,2,6980,10,1,high-speed,sub-6 GHz,1,23,20.521009338578715,1,315,None,346,13368,60.04361554743745,2
-73,-71,5,6,-119,-10,100.0,18,connected,2,47,14044,100,1,high-speed,millimeter wave,1,383,21.888567837058268,0,488,MIMO,271,5630,74.47111103597372,9
-87,-67,28,1,-135,-12,56.38315921500483,20,idle,9,19,5786,68,0,stationary,millimeter wave,4,369,22.331479455684725,0,217,None,144,4423,2.1073534861095533,7
-84,-18,31,14,-96,-16,83.96978511931897,77,connected,0,47,4151,23,1,high-speed,millimeter wave,3,18,16.413260357575243,1,66,MIMO,256,7901,12.735979249693807,10
-91,-33,22,10,-113,-5,32.071850434655744,79,connected,6,26,12392,63,1,high-speed,sub-6 GHz,2,247,2.889265987471457,0,22,None,225,9467,17.537196756590845,6
-85,-13,7,8,-92,-17,74.35092914124205,84,connected,4,48,12608,67,1,stationary,millimeter wave,4,368,13.66408036052827,0,216,None,50,6488,31.16510936612623,8
-81,-47,27,3,-140,-19,29.870294758281098,165,connected,2,2,12484,22,0,high-speed,sub-6 GHz,4,226,19.305120593551344,0,324,carrier aggregation,122,10312,52.95170000285887,5
-83,-65,2,9,-102,-17,48.568441975522575,108,connected,6,42,11292,95,1,stationary,sub-6 GHz,1,23,20.67162205858803,0,228,None,404,7040,93.44398944815703,10
-96,-35,5,1,-116,-15,67.81892619583435,160,connected,8,58,9093,63,1,stationary,sub-6 GHz,3,5,19.763938788839816,1,495,None,357,7351,94.30395212856638,1
-102,-49,29,6,-93,-12,100.0,90,connected,4,15,8746,96,1,stationary,millimeter wave,3,459,6.872276811000276,1,376,carrier aggregation,129,4684,73.92483115579748,6
-117,-2,7,11,-114,-14,9.512135544023327,128,connected,6,46,10376,85,1,stationary,sub-6 GHz,0,406,4.373887523274641,1,402,carrier aggregation,161,6885,71.40986545431561,2
-82,-30,25,4,-101,-6,46.94855625579171,234,handover,9,42,7835,43,1,high-speed,sub-6 GHz,0,470,18.495749039701405,0,216,MIMO,352,10174,60.943717235123614,4
-116,-30,1,13,-80,-16,62.12746012238624,88,connected,8,53,7130,35,0,high-speed,millimeter wave,0,70,18.627143900007024,0,332,MIMO,153,7329,76.54106979984098,1
-80,-16,29,13,-97,-12,35.201508381747914,51,connected,3,16,6032,37,0,high-speed,sub-6 GHz,0,255,11.03959420014878,1,390,None,303,4457,12.113909321284089,3
-87,-99,30,11,-131,-9,73.70828317647656,49,connected,1,0,12749,77,0,high-speed,sub-6 GHz,0,382,3.197445598605615,1,41,MIMO,468,11444,17.198801585724897,0
-113,-67,22,14,-107,-10,100.0,175,connected,9,33,3340,69,1,high-speed,millimeter wave,4,22,6.476257749000984,1,120,carrier aggregation,383,3664,74.20558262481616,1
-116,-69,11,2,-118,-18,100.0,229,connected,8,9,13775,77,0,stationary,millimeter wave,1,395,7.616622024615268,0,135,MIMO,300,5377,11.48494991791581,0
-117,-43,2,11,-136,-16,66.87303558775741,110,connected,9,10,13062,83,0,high-speed,sub-6 GHz,0,53,17.206342449443632,0,336,carrier aggregation,366,6683,42.566411861904285,7
-113,-72,31,7,-81,-9,66.98063914788332,46,connected,6,5,7868,93,0,stationary,sub-6 GHz,1,28,5.576100256761444,1,128,carrier aggregation,200,12739,97.485974914702,5
-104,-75,2,8,-124,-6,63.587387448933065,87,connected,4,24,9472,59,1,high-speed,millimeter wave,3,66,19.577903992197776,0,112,None,477,10236,69.08391420862216,6
-97,-58,15,6,-115,-14,26.764851559068745,230,connected,2,9,7473,25,1,stationary,millimeter wave,4,356,3.463734741348728,0,280,MIMO,289,9913,80.83726947234094,2
-81,-92,22,14,-78,-13,15.308518226615512,104,idle,9,42,9620,23,0,high-speed,millimeter wave,4,249,21.640848951662388,0,358,carrier aggregation,221,7019,96.43947621635223,9
-76,-17,1,1,-107,-15,63.22031136793228,233,handover,3,36,7782,63,0,high-speed,sub-6 GHz,1,179,6.269353480437518,0,131,carrier aggregation,194,10960,73.62332588476346,6
-115,-31,24,1,-89,-14,49.002609299022915,91,connected,9,34,6711,82,0,high-speed,millimeter wave,1,241,10.039841620663474,1,480,carrier aggregation,391,5388,77.33991322480323,3
-117,-24,14,7,-120,-14,89.22279880037846,98,connected,0,19,3306,96,1,stationary,sub-6 GHz,3,299,20.24654590652438,0,219,MIMO,146,6194,2.7659017164889166,4
-95,-18,31,9,-81,-10,38.1638305429562,255,idle,6,40,11953,44,1,high-speed,millimeter wave,1,370,17.37646969044696,0,131,None,149,4341,89.30947576680121,7
-96,-32,23,2,-85,-8,88.56552758315983,207,connected,9,15,5938,106,0,high-speed,millimeter wave,1,218,16.392807115741483,0,11,MIMO,375,4772,63.47555771624551,2
-93,-78,8,11,-98,-10,35.83201718617045,100,idle,3,57,4935,65,1,stationary,millimeter wave,2,307,5.780771574094332,0,111,None,353,10847,90.9608022849351,1
-77,-80,20,2,-89,-12,99.9724948851526,51,handover,6,49,10190,61,1,high-speed,sub-6 GHz,3,240,4.5069345693944545,1,460,None,486,8335,45.633487896784885,3
-103,-58,5,0,-129,-11,100.0,33,connected,4,9,8371,116,0,high-speed,millimeter wave,1,385,10.052787180773192,1,326,carrier aggregation,114,8406,99.64278787016275,0
-95,-71,28,6,-72,-7,34.07938270181048,120,handover,1,51,7438,29,1,high-speed,millimeter wave,4,335,19.88189572429165,0,375,MIMO,416,12353,86.00147327314856,8
-94,-45,14,0,-131,-12,38.19887250723647,102,connected,1,23,9927,94,1,stationary,sub-6 GHz,3,170,16.157799820483024,0,284,carrier aggregation,267,12958,95.63900663541503,8
-95,-1,0,15,-101,-8,42.47604941779963,111,connected,9,51,9432,66,0,high-speed,millimeter wave,0,271,11.576576703952808,1,493,None,354,12294,65.17298218577177,8
-72,-83,24,13,-90,-5,29.25031213675787,226,connected,9,12,12223,48,1,stationary,millimeter wave,1,227,9.46020551018426,1,344,MIMO,494,9226,41.18698242741884,9
-94,-73,7,8,-125,-10,22.33344117969492,231,idle,8,8,3778,93,0,high-speed,sub-6 GHz,0,212,21.383167216085944,1,494,None,325,6585,83.1306271913272,7
-78,-58,27,1,-90,-20,50.415495605877325,65,connected,9,40,7642,43,1,stationary,sub-6 GHz,0,444,17.84486698568385,0,467,carrier aggregation,52,7771,56.231309880488176,4
-95,-58,12,10,-135,-14,59.45321814609155,170,handover,9,2,8354,79,1,high-speed,millimeter wave,2,48,11.130550276600172,1,266,None,397,10823,17.099904428938284,5
-76,-78,3,7,-88,-15,10.540162169253254,209,handover,1,23,9344,25,1,high-speed,millimeter wave,3,173,13.474776791325109,1,54,MIMO,430,12150,27.03561991033644,9
-97,-59,12,4,-116,-18,43.17272326923369,79,connected,3,52,10948,54,1,stationary,sub-6 GHz,3,24,13.901814143879001,1,441,None,444,7250,58.579083631983096,2
-117,-10,19,5,-79,-20,92.12658627024396,54,handover,6,57,10993,85,1,high-speed,millimeter wave,0,38,12.026816186666938,1,395,MIMO,40,13127,12.0668491980238,8
-96,-2,7,9,-72,-10,38.40211245548027,115,connected,9,0,8721,74,0,stationary,sub-6 GHz,4,435,7.6706042598024755,0,26,MIMO,336,5034,26.788381980277265,6
-114,-39,16,14,-117,-10,71.23374393005909,187,connected,5,12,13184,62,0,high-speed,sub-6 GHz,0,291,20.30185882671948,0,444,None,427,8453,36.044005297371676,4
-87,-53,6,14,-134,-5,100.0,164,connected,5,28,5252,59,0,stationary,sub-6 GHz,4,96,8.841693468726675,0,226,None,236,9063,26.55257436674672,10
-76,-18,30,4,-73,-9,12.643223303152341,110,connected,0,24,5956,96,1,high-speed,sub-6 GHz,3,172,18.021585673262663,1,336,carrier aggregation,203,7713,45.86827205047809,4
-105,-71,14,12,-71,-4,19.01905101509503,247,connected,0,37,12492,83,1,high-speed,millimeter wave,3,128,12.126800940498448,1,432,MIMO,424,11210,0.4236102232968886,7
-101,-65,27,11,-93,-16,74.89596914012859,56,connected,4,20,13275,65,0,stationary,sub-6 GHz,3,402,17.72255661829025,0,395,None,230,5308,27.826479318574236,7
-114,-9,26,15,-131,-15,88.83461115991871,259,connected,9,53,10988,59,1,high-speed,millimeter wave,1,346,2.3796233741579482,0,483,carrier aggregation,301,4678,35.65867724543747,7
-96,-20,11,13,-135,-6,79.13387794213997,244,connected,9,24,10784,74,1,stationary,sub-6 GHz,4,13,10.568124976646015,1,338,carrier aggregation,47,8382,10.945553210062487,8
-75,-60,1,12,-76,-14,50.05395829312674,217,handover,2,16,7415,80,0,stationary,sub-6 GHz,1,134,2.8759601370254098,1,323,carrier aggregation,262,6853,13.279887845026062,2
-77,-20,18,7,-90,-5,14.540970134987914,200,connected,5,2,13210,52,0,stationary,millimeter wave,0,108,13.97707836016031,1,68,MIMO,86,7226,80.88291887797789,6
-105,-73,14,6,-125,-4,29.548142159885003,85,connected,8,8,13978,87,0,high-speed,millimeter wave,1,70,23.828208258469466,0,327,None,471,10146,86.48075747938678,0
-114,-3,27,15,-75,-10,32.93240783253087,125,connected,7,28,5683,105,1,stationary,sub-6 GHz,1,201,13.216255758357674,1,488,None,66,4235,33.292230407512946,9
-91,-48,13,11,-110,-9,88.98265859873362,145,connected,0,52,7451,42,1,high-speed,millimeter wave,1,125,10.613526353046419,0,196,carrier aggregation,137,6301,35.12569972481171,2
-71,-57,21,4,-120,-18,99.42471912707451,54,handover,2,32,8787,88,1,stationary,millimeter wave,1,496,11.833721579856105,1,407,None,419,5542,94.41122358260542,3
-97,-26,27,13,-107,-15,39.21290326787284,82,connected,4,18,8312,104,1,stationary,millimeter wave,3,486,6.89836888433702,0,406,carrier aggregation,343,7102,26.372086844264853,1
-97,-35,24,1,-136,-7,24.165745123212027,137,connected,0,43,7895,49,1,stationary,millimeter wave,3,179,5.15245432655056,0,329,MIMO,447,8996,19.737092768908184,7
-106,-43,17,15,-111,-20,18.615777139849225,45,connected,6,29,9861,60,1,stationary,millimeter wave,0,54,14.114536738400329,1,131,carrier aggregation,214,7870,27.436102607913593,2
-80,-17,9,2,-133,-9,14.788500664092284,10,connected,5,24,7320,73,0,high-speed,millimeter wave,2,144,17.147331650237817,0,117,carrier aggregation,168,4422,6.890304902569677,4
-102,-57,26,0,-77,-17,23.69020675570745,132,connected,4,9,10609,88,0,high-speed,sub-6 GHz,1,469,17.217231062653838,0,53,MIMO,439,12695,99.84513735619309,0
-75,-70,19,9,-99,-4,91.19545548013816,119,connected,1,36,6279,77,1,high-speed,sub-6 GHz,3,29,13.617850046387685,1,57,carrier aggregation,340,6410,36.90354810923876,2
-119,-30,12,11,-94,-14,68.67413427928545,109,connected,4,13,12223,41,1,stationary,sub-6 GHz,3,344,16.548607075889407,1,474,carrier aggregation,232,10270,24.602007555685457,1
-107,-63,16,5,-137,-4,99.82872566199882,237,connected,9,16,8587,28,0,high-speed,sub-6 GHz,1,477,2.610069743464423,0,498,None,180,10035,87.07876955779382,5
-71,-70,25,7,-82,-15,95.18246452291093,137,connected,8,22,5150,97,1,high-speed,millimeter wave,4,77,21.348776437937627,1,354,MIMO,231,3211,77.91572367252661,6
-98,-76,19,11,-80,-9,85.17794472414158,220,connected,0,47,8820,118,1,stationary,sub-6 GHz,0,357,13.827306084749406,1,330,carrier aggregation,241,4743,93.09430774060642,4
-77,-37,25,12,-109,-11,71.46444712889448,201,connected,5,60,8572,91,0,stationary,sub-6 GHz,1,117,18.21469299472698,1,148,MIMO,413,10895,28.797777391317446,8
-108,-21,6,9,-109,-19,67.88650181482143,91,idle,0,61,10796,95,0,high-speed,millimeter wave,3,325,9.528217631184877,0,84,carrier aggregation,206,8481,49.35297304325993,1
-107,-62,16,11,-114,-14,23.106792208873124,164,connected,1,26,6680,42,1,high-speed,millimeter wave,0,286,13.897290567265477,0,195,MIMO,204,13774,19.359046138026937,2
-71,-31,9,9,-82,-13,56.044084850327955,227,connected,5,3,7668,49,0,stationary,millimeter wave,0,122,21.912695289127264,1,251,None,222,5866,3.7867132597786513,7
-80,-74,6,3,-89,-6,8.767183589799492,84,connected,7,30,6690,47,1,stationary,sub-6 GHz,3,34,10.300291554454283,1,65,carrier aggregation,213,13164,89.69740690736707,2
-97,-2,9,13,-130,-7,98.066632416397,67,connected,3,39,7187,106,0,high-speed,millimeter wave,2,401,20.62676083666908,0,234,None,84,3440,38.896331501342274,7
-113,-50,3,11,-130,-15,53.90927028582087,217,connected,6,58,4869,54,0,high-speed,sub-6 GHz,4,420,21.131435927620387,0,283,MIMO,76,5022,61.91586756030666,2
-112,-4,0,11,-114,-5,60.33213862497991,159,connected,5,60,3961,95,0,high-speed,sub-6 GHz,3,306,3.388620038841979,0,320,MIMO,343,7977,27.443169538047986,3
-113,-37,25,8,-100,-13,60.940008044949835,104,connected,1,36,9435,74,1,stationary,millimeter wave,1,332,19.804785609892996,1,212,MIMO,29,9808,44.91384384856742,3
-96,-92,18,13,-124,-11,49.35250930011743,269,connected,5,56,6148,61,0,stationary,millimeter wave,4,148,14.111363980375092,0,311,None,359,8896,21.63386004796555,7
-77,-50,21,7,-134,-19,51.71999893982692,174,idle,0,25,5996,22,0,stationary,millimeter wave,2,53,8.967685954788115,0,486,MIMO,482,6454,60.47588535705639,3
-93,-28,10,6,-104,-12,57.47213321265636,13,connected,2,26,7686,68,1,stationary,sub-6 GHz,0,208,13.69203967945274,0,111,carrier aggregation,26,12882,78.15187215230874,6
-112,-29,12,10,-133,-4,48.82847777829841,201,idle,8,37,7824,29,1,high-speed,millimeter wave,2,375,19.096055690891706,0,276,MIMO,16,5256,35.28459547331727,0
-116,-59,4,4,-111,-9,79.57764465744589,221,idle,8,38,9762,24,1,stationary,sub-6 GHz,3,108,21.354080335209147,1,304,None,222,6834,52.9740402477499,5
-96,-27,28,5,-115,-14,27.83676417297882,177,connected,8,40,7114,54,0,high-speed,millimeter wave,4,181,22.659059873713424,0,453,carrier aggregation,69,12901,95.10217505436785,9
-101,-2,24,12,-127,-15,85.8752497302454,184,connected,2,42,4558,57,0,stationary,sub-6 GHz,0,324,21.47043872786807,1,98,MIMO,41,11838,67.63033299157395,0
-114,-78,7,10,-134,-10,66.24145716680482,16,connected,3,4,14105,40,0,stationary,millimeter wave,1,172,9.657184034803036,1,402,MIMO,453,5416,18.501176593059164,7
-111,-7,10,15,-128,-16,22.318247909581892,110,connected,8,47,4895,50,1,high-speed,sub-6 GHz,0,479,3.701762926309655,1,192,MIMO,7,5699,0.42442348024055443,8
-105,-30,16,7,-139,-15,54.54907242949665,163,connected,9,30,5802,91,0,high-speed,sub-6 GHz,2,106,22.674482895556636,1,28,MIMO,482,6637,50.76120080205948,6
-107,-4,27,1,-139,-18,42.25399158244036,54,connected,3,54,4479,58,0,stationary,sub-6 GHz,4,198,21.59860841317535,0,271,carrier aggregation,329,4745,34.76297361620229,0
-107,-76,8,10,-119,-9,17.96081642275175,237,handover,2,22,14760,92,1,stationary,sub-6 GHz,0,449,8.983738776753986,1,473,None,172,9724,66.74875354524683,10
-85,-89,21,11,-78,-10,14.049868415806547,92,connected,4,22,4979,48,1,high-speed,sub-6 GHz,3,53,5.778494668274388,1,333,None,13,11982,9.709234728464155,4
-114,-26,11,1,-102,-8,28.06353539380368,265,idle,1,35,11855,29,1,stationary,millimeter wave,4,281,7.166525748118154,0,219,None,19,11232,11.026227006809286,10
-120,-94,10,9,-125,-12,95.45801945563268,67,connected,9,33,8052,84,1,stationary,millimeter wave,0,211,7.88974298421098,0,389,MIMO,472,4757,98.91785076948845,0
-119,-65,13,4,-84,-5,40.555774488101406,237,connected,1,6,7113,74,0,stationary,millimeter wave,0,19,11.161280627239812,0,100,carrier aggregation,422,8073,23.84155958037779,1
-92,-92,26,4,-132,-6,79.11712861788547,217,connected,8,32,12384,105,0,high-speed,millimeter wave,0,141,15.94240862007429,1,290,MIMO,245,5249,93.82040044334458,7
-72,-43,5,6,-126,-4,13.256216296232072,46,connected,8,19,9687,67,1,high-speed,millimeter wave,1,86,18.238145497165025,0,116,None,420,7771,27.09501493652636,4
-103,-16,27,6,-77,-18,100.0,89,connected,5,37,4100,95,1,high-speed,sub-6 GHz,1,135,18.8503348084714,0,213,MIMO,213,8690,72.32465883302974,5
-94,-38,0,1,-91,-4,51.52868720934589,149,connected,7,38,9441,50,0,high-speed,millimeter wave,3,297,3.768280411380341,1,469,carrier aggregation,285,13618,93.11602502990162,10
-110,-100,0,14,-115,-12,100.0,76,handover,8,49,3472,106,0,high-speed,millimeter wave,4,137,14.583983857220375,0,476,None,317,3791,82.39037896245779,7
-80,-25,3,3,-122,-14,17.593382277847176,180,connected,5,15,4180,46,1,high-speed,millimeter wave,3,116,4.011197525726742,0,60,None,409,4516,51.56921597061643,6
-97,-23,27,3,-93,-5,58.88843596354571,177,handover,1,33,8871,89,1,stationary,sub-6 GHz,4,359,18.289450596173015,0,498,carrier aggregation,11,12898,99.9597609421594,10
-98,-1,16,11,-77,-20,50.135433126649865,109,connected,7,31,8513,114,1,stationary,sub-6 GHz,1,8,21.687720495108703,0,13,None,222,7007,21.046711793053785,2
-97,-24,4,15,-74,-9,32.5236352543542,92,connected,6,45,10167,65,1,stationary,sub-6 GHz,2,394,6.9603301182384865,1,76,None,202,4198,40.44441522278041,9
-78,-3,1,7,-107,-16,65.67549313060188,191,connected,8,48,7539,99,0,high-speed,sub-6 GHz,1,278,17.55327404932618,0,256,None,92,10783,77.22975688839338,0
-117,-73,30,7,-76,-19,54.02731794125968,265,connected,9,62,13809,64,1,high-speed,sub-6 GHz,3,446,18.98699536786553,1,333,None,463,11210,40.60214743408768,6
-103,-59,28,15,-89,-7,78.87946754055172,172,connected,1,2,10929,106,1,stationary,sub-6 GHz,4,15,19.305492408277193,0,193,MIMO,487,5654,28.958120638923614,10
-77,-69,16,12,-120,-10,80.82309581157234,99,connected,8,43,6378,115,1,stationary,sub-6 GHz,1,227,7.648722430440075,1,424,MIMO,3,12186,93.52627771046501,6
-115,-19,25,15,-77,-14,36.97964848588426,252,connected,3,2,9226,22,1,high-speed,millimeter wave,2,454,7.344429716448635,1,234,None,239,8952,54.142907006664856,0
-116,-63,0,13,-79,-10,22.421102681763116,48,connected,9,14,3320,65,1,high-speed,sub-6 GHz,3,350,16.57302378423649,1,311,carrier aggregation,141,10230,0.5707274389469497,3
-81,-44,18,12,-106,-9,100.0,134,connected,7,27,9572,114,1,stationary,sub-6 GHz,1,265,9.245622237705788,0,350,None,125,12261,25.60343824522937,6
-100,-73,5,12,-82,-12,50.84430269137969,53,connected,1,44,9961,55,1,stationary,sub-6 GHz,1,462,11.986001755683533,1,343,carrier aggregation,104,12252,70.02787134610996,2
-111,-34,27,15,-134,-14,85.10676302928161,190,idle,0,32,5407,37,1,stationary,millimeter wave,1,50,7.356982010976974,0,151,None,175,8421,83.49746927500789,9
-103,-88,12,5,-76,-4,77.60375024159352,108,handover,4,9,11174,117,0,stationary,millimeter wave,4,71,11.753937777945383,1,128,MIMO,79,9501,7.256462559410748,5
-82,-74,8,6,-87,-9,15.547813650645814,156,connected,8,15,2565,65,1,stationary,millimeter wave,4,306,19.049721143934267,0,135,MIMO,133,3812,74.02278495620193,4
-88,-12,1,5,-124,-16,71.49870762896795,6,connected,7,31,9042,86,0,stationary,sub-6 GHz,3,377,16.920761963606207,0,147,None,171,5868,45.912510669938946,3
-92,-92,29,0,-76,-5,0.8826703234657929,25,connected,8,59,11045,11,1,high-speed,sub-6 GHz,1,54,6.93024129734782,0,430,carrier aggregation,417,11434,54.61741535074217,0
-77,-62,29,15,-99,-6,90.76819728715616,175,connected,4,42,2272,112,1,stationary,sub-6 GHz,4,76,23.8059726922399,1,212,None,469,11016,33.17024265591406,8
-73,-39,15,12,-138,-17,36.355109879194735,220,handover,0,39,7191,25,1,high-speed,sub-6 GHz,4,194,17.29042089854579,0,370,None,405,12213,98.04293137909025,6
